geo_level,geo_code,area,workerssex,workers,total,geo_version
district,239,Urban,Female,Non-workers available for work,4630,2011
district,240,Rural,Female,Non-workers available for work,15390,2011
district,240,Urban,Female,Non-workers available for work,1055,2011
district,241,Rural,Female,Non-workers available for work,705,2011
district,241,Urban,Female,Non-workers available for work,156,2011
district,242,Rural,Female,Non-workers available for work,3129,2011
district,242,Urban,Female,Non-workers available for work,204,2011
district,243,Rural,Female,Non-workers available for work,2555,2011
district,243,Urban,Female,Non-workers available for work,1062,2011
district,244,Rural,Female,Non-workers available for work,3905,2011
district,244,Urban,Female,Non-workers available for work,4857,2011
district,245,Rural,Female,Non-workers available for work,1002,2011
district,245,Urban,Female,Non-workers available for work,281,2011
district,246,Rural,Female,Non-workers available for work,2759,2011
district,246,Urban,Female,Non-workers available for work,726,2011
district,247,Rural,Female,Non-workers available for work,1464,2011
district,247,Urban,Female,Non-workers available for work,894,2011
district,248,Rural,Female,Non-workers available for work,2905,2011
district,248,Urban,Female,Non-workers available for work,5410,2011
district,249,Rural,Female,Non-workers available for work,2842,2011
district,249,Urban,Female,Non-workers available for work,853,2011
district,250,Rural,Female,Non-workers available for work,2680,2011
district,250,Urban,Female,Non-workers available for work,1027,2011
district,251,Rural,Female,Non-workers available for work,2449,2011
district,251,Urban,Female,Non-workers available for work,2001,2011
district,252,Rural,Female,Non-workers available for work,861,2011
district,252,Urban,Female,Non-workers available for work,155,2011
district,253,Rural,Female,Non-workers available for work,2629,2011
district,253,Urban,Female,Non-workers available for work,808,2011
district,254,Rural,Female,Non-workers available for work,1549,2011
district,254,Urban,Female,Non-workers available for work,1086,2011
district,255,Rural,Female,Non-workers available for work,2969,2011
district,255,Urban,Female,Non-workers available for work,562,2011
district,256,Rural,Female,Non-workers available for work,2160,2011
district,256,Urban,Female,Non-workers available for work,109,2011
district,257,Rural,Female,Non-workers available for work,349,2011
district,257,Urban,Female,Non-workers available for work,230,2011
district,258,Rural,Female,Non-workers available for work,1189,2011
district,258,Urban,Female,Non-workers available for work,306,2011
district,259,Rural,Female,Non-workers available for work,2262,2011
district,259,Urban,Female,Non-workers available for work,931,2011
district,260,Rural,Female,Non-workers available for work,295,2011
district,260,Urban,Female,Non-workers available for work,1,2011
district,261,Rural,Female,Non-workers available for work,1858,2011
district,261,Urban,Female,Non-workers available for work,2715,2011
district,262,Rural,Female,Non-workers available for work,3724,2011
district,262,Urban,Female,Non-workers available for work,2209,2011
district,263,Rural,Female,Non-workers available for work,1652,2011
district,263,Urban,Female,Non-workers available for work,1254,2011
district,264,Rural,Female,Non-workers available for work,3865,2011
district,264,Urban,Female,Non-workers available for work,1944,2011
district,265,Rural,Female,Non-workers available for work,5176,2011
district,265,Urban,Female,Non-workers available for work,8575,2011
district,266,Rural,Female,Non-workers available for work,2571,2011
district,266,Urban,Female,Non-workers available for work,1174,2011
district,267,Rural,Female,Non-workers available for work,2376,2011
district,267,Urban,Female,Non-workers available for work,1432,2011
district,268,Rural,Female,Non-workers available for work,609,2011
district,268,Urban,Female,Non-workers available for work,264,2011
district,269,Rural,Female,Non-workers available for work,458,2011
district,269,Urban,Female,Non-workers available for work,1390,2011
district,270,Rural,Female,Non-workers available for work,3799,2011
district,270,Urban,Female,Non-workers available for work,4671,2011
district,271,Rural,Female,Non-workers available for work,1000,2011
district,271,Urban,Female,Non-workers available for work,90,2011
district,272,Rural,Female,Non-workers available for work,14952,2011
district,272,Urban,Female,Non-workers available for work,313,2011
district,273,Rural,Female,Non-workers available for work,4349,2011
district,273,Urban,Female,Non-workers available for work,1570,2011
district,274,Rural,Female,Non-workers available for work,10033,2011
district,274,Urban,Female,Non-workers available for work,1398,2011
district,275,Rural,Female,Non-workers available for work,4933,2011
district,275,Urban,Female,Non-workers available for work,3760,2011
district,276,Rural,Female,Non-workers available for work,9631,2011
district,276,Urban,Female,Non-workers available for work,6449,2011
district,277,Rural,Female,Non-workers available for work,9045,2011
district,277,Urban,Female,Non-workers available for work,20783,2011
district,278,Rural,Female,Non-workers available for work,10653,2011
district,278,Urban,Female,Non-workers available for work,11067,2011
district,279,Rural,Female,Non-workers available for work,4622,2011
district,279,Urban,Female,Non-workers available for work,1286,2011
district,280,Rural,Female,Non-workers available for work,4828,2011
district,280,Urban,Female,Non-workers available for work,702,2011
district,281,Rural,Female,Non-workers available for work,507,2011
district,281,Urban,Female,Non-workers available for work,318,2011
district,282,Rural,Female,Non-workers available for work,275,2011
district,282,Urban,Female,Non-workers available for work,1996,2011
district,283,Rural,Female,Non-workers available for work,1871,2011
district,283,Urban,Female,Non-workers available for work,10517,2011
district,284,Rural,Female,Non-workers available for work,1217,2011
district,284,Urban,Female,Non-workers available for work,1177,2011
district,285,Rural,Female,Non-workers available for work,629,2011
district,285,Urban,Female,Non-workers available for work,991,2011
district,286,Rural,Female,Non-workers available for work,1299,2011
district,286,Urban,Female,Non-workers available for work,6320,2011
district,287,Rural,Female,Non-workers available for work,1308,2011
district,287,Urban,Female,Non-workers available for work,1009,2011
district,288,Rural,Female,Non-workers available for work,448,2011
district,288,Urban,Female,Non-workers available for work,754,2011
district,289,Rural,Female,Non-workers available for work,94387,2011
district,289,Urban,Female,Non-workers available for work,94062,2011
district,290,Rural,Female,Non-workers available for work,57202,2011
district,290,Urban,Female,Non-workers available for work,16844,2011
district,291,Rural,Female,Non-workers available for work,24468,2011
district,291,Urban,Female,Non-workers available for work,5097,2011
district,292,Rural,Female,Non-workers available for work,53335,2011
district,292,Urban,Female,Non-workers available for work,15471,2011
district,293,Rural,Female,Non-workers available for work,14599,2011
district,293,Urban,Female,Non-workers available for work,4268,2011
district,294,Rural,Female,Non-workers available for work,4590,2011
district,294,Urban,Female,Non-workers available for work,2068,2011
district,295,Rural,Female,Non-workers available for work,2030,2011
district,295,Urban,Female,Non-workers available for work,347,2011
district,296,Rural,Female,Non-workers available for work,6537,2011
district,296,Urban,Female,Non-workers available for work,2061,2011
district,297,Rural,Female,Non-workers available for work,5596,2011
district,297,Urban,Female,Non-workers available for work,755,2011
district,298,Rural,Female,Non-workers available for work,11946,2011
district,298,Urban,Female,Non-workers available for work,14219,2011
district,299,Rural,Female,Non-workers available for work,14553,2011
district,299,Urban,Female,Non-workers available for work,2481,2011
district,300,Rural,Female,Non-workers available for work,24837,2011
district,300,Urban,Female,Non-workers available for work,3376,2011
district,301,Rural,Female,Non-workers available for work,94215,2011
district,301,Urban,Female,Non-workers available for work,15087,2011
district,302,Rural,Female,Non-workers available for work,38723,2011
district,302,Urban,Female,Non-workers available for work,9401,2011
district,303,Rural,Female,Non-workers available for work,82794,2011
district,303,Urban,Female,Non-workers available for work,11278,2011
district,304,Rural,Female,Non-workers available for work,34716,2011
district,304,Urban,Female,Non-workers available for work,5011,2011
district,305,Rural,Female,Non-workers available for work,102921,2011
district,305,Urban,Female,Non-workers available for work,23788,2011
district,306,Rural,Female,Non-workers available for work,81578,2011
district,306,Urban,Female,Non-workers available for work,11685,2011
district,307,Rural,Female,Non-workers available for work,36381,2011
district,307,Urban,Female,Non-workers available for work,6105,2011
district,308,Rural,Female,Non-workers available for work,17743,2011
district,308,Urban,Female,Non-workers available for work,2835,2011
district,309,Rural,Female,Non-workers available for work,40355,2011
district,309,Urban,Female,Non-workers available for work,12916,2011
district,310,Rural,Female,Non-workers available for work,59019,2011
district,310,Urban,Female,Non-workers available for work,16276,2011
district,311,Rural,Female,Non-workers available for work,61249,2011
district,311,Urban,Female,Non-workers available for work,8468,2011
district,312,Rural,Female,Non-workers available for work,50054,2011
district,312,Urban,Female,Non-workers available for work,17405,2011
district,313,Rural,Female,Non-workers available for work,39211,2011
district,313,Urban,Female,Non-workers available for work,5787,2011
district,314,Rural,Female,Non-workers available for work,25044,2011
district,314,Urban,Female,Non-workers available for work,7290,2011
district,315,Rural,Female,Non-workers available for work,5177,2011
district,315,Urban,Female,Non-workers available for work,4238,2011
district,316,Rural,Female,Non-workers available for work,93219,2011
district,316,Urban,Female,Non-workers available for work,27448,2011
district,317,Rural,Female,Non-workers available for work,65741,2011
district,317,Urban,Female,Non-workers available for work,9821,2011
district,318,Rural,Female,Non-workers available for work,37923,2011
district,318,Urban,Female,Non-workers available for work,5318,2011
district,319,Rural,Female,Non-workers available for work,30800,2011
district,319,Urban,Female,Non-workers available for work,6464,2011
district,320,Rural,Female,Non-workers available for work,14131,2011
district,320,Urban,Female,Non-workers available for work,2137,2011
district,321,Rural,Female,Non-workers available for work,78148,2011
district,321,Urban,Female,Non-workers available for work,10037,2011
district,322,Rural,Female,Non-workers available for work,12359,2011
district,322,Urban,Female,Non-workers available for work,74022,2011
district,323,Rural,Female,Non-workers available for work,54235,2011
district,323,Urban,Female,Non-workers available for work,8961,2011
district,324,Rural,Female,Non-workers available for work,40337,2011
district,324,Urban,Female,Non-workers available for work,737,2011
district,325,Rural,Female,Non-workers available for work,41770,2011
district,325,Urban,Female,Non-workers available for work,3968,2011
district,326,Rural,Female,Non-workers available for work,30462,2011
district,326,Urban,Female,Non-workers available for work,2362,2011
district,327,Rural,Female,Non-workers available for work,91713,2011
district,327,Urban,Female,Non-workers available for work,69160,2011
district,328,Rural,Female,Non-workers available for work,288242,2011
district,328,Urban,Female,Non-workers available for work,118762,2011
district,329,Rural,Female,Non-workers available for work,233265,2011
district,329,Urban,Female,Non-workers available for work,38620,2011
district,330,Rural,Female,Non-workers available for work,199507,2011
district,330,Urban,Female,Non-workers available for work,41928,2011
district,331,Rural,Female,Non-workers available for work,126271,2011
district,331,Urban,Female,Non-workers available for work,31136,2011
district,332,Rural,Female,Non-workers available for work,293981,2011
district,332,Urban,Female,Non-workers available for work,49298,2011
district,333,Rural,Female,Non-workers available for work,589479,2011
district,333,Urban,Female,Non-workers available for work,98599,2011
district,334,Rural,Female,Non-workers available for work,305372,2011
district,334,Urban,Female,Non-workers available for work,52148,2011
district,335,Rural,Female,Non-workers available for work,461618,2011
district,335,Urban,Female,Non-workers available for work,321104,2011
district,336,Rural,Female,Non-workers available for work,442818,2011
district,336,Urban,Female,Non-workers available for work,163259,2011
district,337,Rural,Female,Non-workers available for work,501510,2011
district,337,Urban,Female,Non-workers available for work,657298,2011
district,338,Rural,Female,Non-workers available for work,357544,2011
district,338,Urban,Female,Non-workers available for work,230919,2011
district,339,Rural,Female,Non-workers available for work,277870,2011
district,339,Urban,Female,Non-workers available for work,32243,2011
district,340,Rural,Female,Non-workers available for work,161165,2011
district,340,Urban,Female,Non-workers available for work,35435,2011
district,341,Rural,Female,Non-workers available for work,191663,2011
district,341,Urban,Female,Non-workers available for work,275186,2011
district,342,Rural,Female,Non-workers available for work,0,2011
district,342,Urban,Female,Non-workers available for work,386862,2011
district,343,Rural,Female,Non-workers available for work,659517,2011
district,343,Urban,Female,Non-workers available for work,237197,2011
district,344,Rural,Female,Non-workers available for work,424607,2011
district,344,Urban,Female,Non-workers available for work,80647,2011
district,345,Rural,Female,Non-workers available for work,526844,2011
district,345,Urban,Female,Non-workers available for work,70505,2011
district,346,Rural,Female,Non-workers available for work,25534,2011
district,346,Urban,Female,Non-workers available for work,4299,2011
district,347,Rural,Female,Non-workers available for work,20386,2011
district,347,Urban,Female,Non-workers available for work,2215,2011
district,348,Rural,Female,Non-workers available for work,8196,2011
district,348,Urban,Female,Non-workers available for work,1964,2011
district,349,Rural,Female,Non-workers available for work,32112,2011
district,349,Urban,Female,Non-workers available for work,6099,2011
district,350,Rural,Female,Non-workers available for work,22102,2011
district,350,Urban,Female,Non-workers available for work,7624,2011
district,351,Rural,Female,Non-workers available for work,26646,2011
district,351,Urban,Female,Non-workers available for work,3434,2011
district,352,Rural,Female,Non-workers available for work,13051,2011
district,352,Urban,Female,Non-workers available for work,5114,2011
district,353,Rural,Female,Non-workers available for work,9484,2011
district,353,Urban,Female,Non-workers available for work,1598,2011
district,354,Rural,Female,Non-workers available for work,33289,2011
district,354,Urban,Female,Non-workers available for work,51032,2011
district,355,Rural,Female,Non-workers available for work,28170,2011
district,355,Urban,Female,Non-workers available for work,34933,2011
district,356,Rural,Female,Non-workers available for work,5871,2011
district,356,Urban,Female,Non-workers available for work,2546,2011
district,357,Rural,Female,Non-workers available for work,26174,2011
district,357,Urban,Female,Non-workers available for work,36068,2011
district,358,Rural,Female,Non-workers available for work,42969,2011
district,358,Urban,Female,Non-workers available for work,8260,2011
district,359,Rural,Female,Non-workers available for work,14572,2011
district,359,Urban,Female,Non-workers available for work,2543,2011
district,360,Rural,Female,Non-workers available for work,31812,2011
district,360,Urban,Female,Non-workers available for work,10355,2011
district,361,Rural,Female,Non-workers available for work,12459,2011
district,361,Urban,Female,Non-workers available for work,11521,2011
district,362,Rural,Female,Non-workers available for work,23840,2011
district,362,Urban,Female,Non-workers available for work,4684,2011
district,363,Rural,Female,Non-workers available for work,19265,2011
district,363,Urban,Female,Non-workers available for work,3299,2011
district,364,Rural,Female,Non-workers available for work,42430,2011
district,364,Urban,Female,Non-workers available for work,64022,2011
district,365,Rural,Female,Non-workers available for work,7563,2011
district,365,Urban,Female,Non-workers available for work,2065,2011
district,366,Rural,Female,Non-workers available for work,18352,2011
district,366,Urban,Female,Non-workers available for work,3024,2011
district,367,Rural,Female,Non-workers available for work,9016,2011
district,367,Urban,Female,Non-workers available for work,2124,2011
district,368,Rural,Female,Non-workers available for work,17787,2011
district,368,Urban,Female,Non-workers available for work,9202,2011
district,369,Rural,Female,Non-workers available for work,18477,2011
district,369,Urban,Female,Non-workers available for work,8001,2011
district,370,Rural,Female,Non-workers available for work,35026,2011
district,370,Urban,Female,Non-workers available for work,6122,2011
district,371,Rural,Female,Non-workers available for work,13975,2011
district,371,Urban,Female,Non-workers available for work,9886,2011
district,372,Rural,Female,Non-workers available for work,18621,2011
district,372,Urban,Female,Non-workers available for work,13290,2011
district,373,Rural,Female,Non-workers available for work,7534,2011
district,373,Urban,Female,Non-workers available for work,1400,2011
district,374,Rural,Female,Non-workers available for work,48163,2011
district,374,Urban,Female,Non-workers available for work,24338,2011
district,375,Rural,Female,Non-workers available for work,50747,2011
district,375,Urban,Female,Non-workers available for work,8339,2011
district,376,Rural,Female,Non-workers available for work,72860,2011
district,376,Urban,Female,Non-workers available for work,9083,2011
district,377,Rural,Female,Non-workers available for work,72648,2011
district,377,Urban,Female,Non-workers available for work,9911,2011
district,378,Rural,Female,Non-workers available for work,57893,2011
district,378,Urban,Female,Non-workers available for work,8010,2011
district,379,Rural,Female,Non-workers available for work,57932,2011
district,379,Urban,Female,Non-workers available for work,2878,2011
district,380,Rural,Female,Non-workers available for work,45829,2011
district,380,Urban,Female,Non-workers available for work,4289,2011
district,381,Rural,Female,Non-workers available for work,76805,2011
district,381,Urban,Female,Non-workers available for work,27796,2011
district,382,Rural,Female,Non-workers available for work,72358,2011
district,382,Urban,Female,Non-workers available for work,4317,2011
district,383,Rural,Female,Non-workers available for work,52911,2011
district,383,Urban,Female,Non-workers available for work,6428,2011
district,384,Rural,Female,Non-workers available for work,38907,2011
district,384,Urban,Female,Non-workers available for work,9514,2011
district,385,Rural,Female,Non-workers available for work,45341,2011
district,385,Urban,Female,Non-workers available for work,4523,2011
district,386,Rural,Female,Non-workers available for work,68602,2011
district,386,Urban,Female,Non-workers available for work,43044,2011
district,387,Rural,Female,Non-workers available for work,85455,2011
district,387,Urban,Female,Non-workers available for work,13060,2011
district,388,Rural,Female,Non-workers available for work,91579,2011
district,388,Urban,Female,Non-workers available for work,30090,2011
district,389,Rural,Female,Non-workers available for work,7870,2011
district,389,Urban,Female,Non-workers available for work,3134,2011
district,390,Rural,Female,Non-workers available for work,14908,2011
district,390,Urban,Female,Non-workers available for work,3122,2011
district,391,Rural,Female,Non-workers available for work,10111,2011
district,391,Urban,Female,Non-workers available for work,677,2011
district,392,Rural,Female,Non-workers available for work,19828,2011
district,392,Urban,Female,Non-workers available for work,1776,2011
district,393,Rural,Female,Non-workers available for work,55115,2011
district,393,Urban,Female,Non-workers available for work,9788,2011
district,394,Rural,Female,Non-workers available for work,14375,2011
district,394,Urban,Female,Non-workers available for work,1558,2011
district,395,Rural,Female,Non-workers available for work,43245,2011
district,395,Urban,Female,Non-workers available for work,6249,2011
district,396,Rural,Female,Non-workers available for work,17248,2011
district,396,Urban,Female,Non-workers available for work,5682,2011
district,397,Rural,Female,Non-workers available for work,23359,2011
district,397,Urban,Female,Non-workers available for work,4111,2011
district,398,Rural,Female,Non-workers available for work,20274,2011
district,398,Urban,Female,Non-workers available for work,9369,2011
district,399,Rural,Female,Non-workers available for work,6963,2011
district,399,Urban,Female,Non-workers available for work,1696,2011
district,400,Rural,Female,Non-workers available for work,4647,2011
district,400,Urban,Female,Non-workers available for work,8921,2011
district,401,Rural,Female,Non-workers available for work,22220,2011
district,401,Urban,Female,Non-workers available for work,6911,2011
district,402,Rural,Female,Non-workers available for work,7135,2011
district,402,Urban,Female,Non-workers available for work,2606,2011
district,403,Rural,Female,Non-workers available for work,20767,2011
district,403,Urban,Female,Non-workers available for work,6543,2011
district,404,Rural,Female,Non-workers available for work,14679,2011
district,404,Urban,Female,Non-workers available for work,12779,2011
district,405,Rural,Female,Non-workers available for work,20930,2011
district,405,Urban,Female,Non-workers available for work,5779,2011
district,406,Rural,Female,Non-workers available for work,28792,2011
district,406,Urban,Female,Non-workers available for work,16246,2011
district,407,Rural,Female,Non-workers available for work,6848,2011
district,407,Urban,Female,Non-workers available for work,2874,2011
district,408,Rural,Female,Non-workers available for work,11375,2011
district,408,Urban,Female,Non-workers available for work,8488,2011
district,409,Rural,Female,Non-workers available for work,27548,2011
district,409,Urban,Female,Non-workers available for work,32646,2011
district,410,Rural,Female,Non-workers available for work,49189,2011
district,410,Urban,Female,Non-workers available for work,33496,2011
district,411,Rural,Female,Non-workers available for work,11544,2011
district,411,Urban,Female,Non-workers available for work,2771,2011
district,412,Rural,Female,Non-workers available for work,8236,2011
district,412,Urban,Female,Non-workers available for work,3026,2011
district,413,Rural,Female,Non-workers available for work,10215,2011
district,413,Urban,Female,Non-workers available for work,3449,2011
district,414,Rural,Female,Non-workers available for work,17508,2011
district,414,Urban,Female,Non-workers available for work,7480,2011
district,415,Rural,Female,Non-workers available for work,1248,2011
district,415,Urban,Female,Non-workers available for work,616,2011
district,416,Rural,Female,Non-workers available for work,4542,2011
district,416,Urban,Female,Non-workers available for work,3469,2011
district,417,Rural,Female,Non-workers available for work,2308,2011
district,417,Urban,Female,Non-workers available for work,1234,2011
district,418,Rural,Female,Non-workers available for work,6602,2011
district,418,Urban,Female,Non-workers available for work,2727,2011
district,419,Rural,Female,Non-workers available for work,17127,2011
district,419,Urban,Female,Non-workers available for work,8253,2011
district,420,Rural,Female,Non-workers available for work,16362,2011
district,420,Urban,Female,Non-workers available for work,7347,2011
district,421,Rural,Female,Non-workers available for work,10479,2011
district,421,Urban,Female,Non-workers available for work,28819,2011
district,422,Rural,Female,Non-workers available for work,7690,2011
district,422,Urban,Female,Non-workers available for work,5795,2011
district,423,Rural,Female,Non-workers available for work,11969,2011
district,423,Urban,Female,Non-workers available for work,9100,2011
district,424,Rural,Female,Non-workers available for work,15552,2011
district,424,Urban,Female,Non-workers available for work,9031,2011
district,425,Rural,Female,Non-workers available for work,21860,2011
district,425,Urban,Female,Non-workers available for work,14570,2011
district,426,Rural,Female,Non-workers available for work,17103,2011
district,426,Urban,Female,Non-workers available for work,5802,2011
district,427,Rural,Female,Non-workers available for work,29443,2011
district,427,Urban,Female,Non-workers available for work,22684,2011
district,428,Rural,Female,Non-workers available for work,16414,2011
district,428,Urban,Female,Non-workers available for work,7825,2011
district,429,Rural,Female,Non-workers available for work,31330,2011
district,429,Urban,Female,Non-workers available for work,12997,2011
district,430,Rural,Female,Non-workers available for work,36827,2011
district,430,Urban,Female,Non-workers available for work,13859,2011
district,431,Rural,Female,Non-workers available for work,11733,2011
district,431,Urban,Female,Non-workers available for work,4143,2011
district,432,Rural,Female,Non-workers available for work,4590,2011
district,432,Urban,Female,Non-workers available for work,6182,2011
district,433,Rural,Female,Non-workers available for work,6975,2011
district,433,Urban,Female,Non-workers available for work,6073,2011
district,434,Rural,Female,Non-workers available for work,9975,2011
district,434,Urban,Female,Non-workers available for work,11684,2011
district,435,Rural,Female,Non-workers available for work,10989,2011
district,435,Urban,Female,Non-workers available for work,17753,2011
district,436,Rural,Female,Non-workers available for work,10929,2011
district,436,Urban,Female,Non-workers available for work,8767,2011
district,437,Rural,Female,Non-workers available for work,7737,2011
district,437,Urban,Female,Non-workers available for work,8887,2011
district,438,Rural,Female,Non-workers available for work,15506,2011
district,438,Urban,Female,Non-workers available for work,7620,2011
district,439,Rural,Female,Non-workers available for work,8756,2011
district,439,Urban,Female,Non-workers available for work,53674,2011
district,440,Rural,Female,Non-workers available for work,14171,2011
district,440,Urban,Female,Non-workers available for work,7487,2011
district,441,Rural,Female,Non-workers available for work,8656,2011
district,441,Urban,Female,Non-workers available for work,4131,2011
district,442,Rural,Female,Non-workers available for work,15474,2011
district,442,Urban,Female,Non-workers available for work,11680,2011
district,443,Rural,Female,Non-workers available for work,17318,2011
district,443,Urban,Female,Non-workers available for work,10953,2011
district,444,Rural,Female,Non-workers available for work,8168,2011
district,444,Urban,Female,Non-workers available for work,80050,2011
district,445,Rural,Female,Non-workers available for work,12855,2011
district,445,Urban,Female,Non-workers available for work,9265,2011
district,446,Rural,Female,Non-workers available for work,17912,2011
district,446,Urban,Female,Non-workers available for work,9995,2011
district,447,Rural,Female,Non-workers available for work,15691,2011
district,447,Urban,Female,Non-workers available for work,13447,2011
district,448,Rural,Female,Non-workers available for work,6512,2011
district,448,Urban,Female,Non-workers available for work,3146,2011
district,449,Rural,Female,Non-workers available for work,13649,2011
district,449,Urban,Female,Non-workers available for work,13707,2011
district,450,Rural,Female,Non-workers available for work,22665,2011
district,450,Urban,Female,Non-workers available for work,6557,2011
district,451,Rural,Female,Non-workers available for work,22937,2011
district,451,Urban,Female,Non-workers available for work,52214,2011
district,452,Rural,Female,Non-workers available for work,16221,2011
district,452,Urban,Female,Non-workers available for work,5967,2011
district,453,Rural,Female,Non-workers available for work,7016,2011
district,453,Urban,Female,Non-workers available for work,1476,2011
district,454,Rural,Female,Non-workers available for work,12202,2011
district,454,Urban,Female,Non-workers available for work,5956,2011
district,455,Rural,Female,Non-workers available for work,23896,2011
district,455,Urban,Female,Non-workers available for work,17638,2011
district,456,Rural,Female,Non-workers available for work,18664,2011
district,456,Urban,Female,Non-workers available for work,5380,2011
district,457,Rural,Female,Non-workers available for work,16987,2011
district,457,Urban,Female,Non-workers available for work,9637,2011
district,458,Rural,Female,Non-workers available for work,10874,2011
district,458,Urban,Female,Non-workers available for work,8489,2011
district,459,Rural,Female,Non-workers available for work,9472,2011
district,459,Urban,Female,Non-workers available for work,4125,2011
district,460,Rural,Female,Non-workers available for work,15500,2011
district,460,Urban,Female,Non-workers available for work,7928,2011
district,461,Rural,Female,Non-workers available for work,8661,2011
district,461,Urban,Female,Non-workers available for work,6279,2011
district,462,Rural,Female,Non-workers available for work,18069,2011
district,462,Urban,Female,Non-workers available for work,3270,2011
district,463,Rural,Female,Non-workers available for work,7270,2011
district,463,Urban,Female,Non-workers available for work,5154,2011
district,464,Rural,Female,Non-workers available for work,7317,2011
district,464,Urban,Female,Non-workers available for work,3255,2011
district,465,Rural,Female,Non-workers available for work,4779,2011
district,465,Urban,Female,Non-workers available for work,1217,2011
district,466,Rural,Female,Non-workers available for work,9010,2011
district,466,Urban,Female,Non-workers available for work,6563,2011
district,467,Rural,Female,Non-workers available for work,4556,2011
district,467,Urban,Female,Non-workers available for work,4858,2011
district,468,Rural,Female,Non-workers available for work,13304,2011
district,468,Urban,Female,Non-workers available for work,8190,2011
district,469,Rural,Female,Non-workers available for work,18561,2011
district,469,Urban,Female,Non-workers available for work,5383,2011
district,470,Rural,Female,Non-workers available for work,9637,2011
district,470,Urban,Female,Non-workers available for work,3440,2011
district,471,Rural,Female,Non-workers available for work,15666,2011
district,471,Urban,Female,Non-workers available for work,8221,2011
district,472,Rural,Female,Non-workers available for work,30049,2011
district,472,Urban,Female,Non-workers available for work,8015,2011
district,473,Rural,Female,Non-workers available for work,9066,2011
district,473,Urban,Female,Non-workers available for work,12702,2011
district,474,Rural,Female,Non-workers available for work,10289,2011
district,474,Urban,Female,Non-workers available for work,89874,2011
district,475,Rural,Female,Non-workers available for work,14044,2011
district,475,Urban,Female,Non-workers available for work,9262,2011
district,476,Rural,Female,Non-workers available for work,11472,2011
district,476,Urban,Female,Non-workers available for work,23341,2011
district,477,Rural,Female,Non-workers available for work,7119,2011
district,477,Urban,Female,Non-workers available for work,11286,2011
district,478,Rural,Female,Non-workers available for work,2855,2011
district,478,Urban,Female,Non-workers available for work,3412,2011
district,479,Rural,Female,Non-workers available for work,17694,2011
district,479,Urban,Female,Non-workers available for work,12640,2011
district,480,Rural,Female,Non-workers available for work,8297,2011
district,480,Urban,Female,Non-workers available for work,7090,2011
district,481,Rural,Female,Non-workers available for work,18333,2011
district,481,Urban,Female,Non-workers available for work,18358,2011
district,482,Rural,Female,Non-workers available for work,20465,2011
district,482,Urban,Female,Non-workers available for work,10997,2011
district,483,Rural,Female,Non-workers available for work,19336,2011
district,483,Urban,Female,Non-workers available for work,7181,2011
district,484,Rural,Female,Non-workers available for work,18308,2011
district,484,Urban,Female,Non-workers available for work,4277,2011
district,485,Rural,Female,Non-workers available for work,15997,2011
district,485,Urban,Female,Non-workers available for work,3593,2011
district,486,Rural,Female,Non-workers available for work,18693,2011
district,486,Urban,Female,Non-workers available for work,31396,2011
district,487,Rural,Female,Non-workers available for work,6013,2011
district,487,Urban,Female,Non-workers available for work,2013,2011
district,488,Rural,Female,Non-workers available for work,11006,2011
district,488,Urban,Female,Non-workers available for work,5620,2011
district,489,Rural,Female,Non-workers available for work,1144,2011
district,489,Urban,Female,Non-workers available for work,1106,2011
district,490,Rural,Female,Non-workers available for work,13160,2011
district,490,Urban,Female,Non-workers available for work,6130,2011
district,491,Rural,Female,Non-workers available for work,15705,2011
district,491,Urban,Female,Non-workers available for work,9090,2011
district,492,Rural,Female,Non-workers available for work,12827,2011
district,492,Urban,Female,Non-workers available for work,29240,2011
district,493,Rural,Female,Non-workers available for work,7264,2011
district,493,Urban,Female,Non-workers available for work,1980,2011
district,494,Rural,Female,Non-workers available for work,973,2011
district,494,Urban,Female,Non-workers available for work,1014,2011
district,495,Rural,Female,Non-workers available for work,437,2011
district,495,Urban,Female,Non-workers available for work,2279,2011
district,496,Rural,Female,Non-workers available for work,2377,2011
district,496,Urban,Female,Non-workers available for work,2267,2011
district,497,Rural,Female,Non-workers available for work,12484,2011
district,497,Urban,Female,Non-workers available for work,4425,2011
district,498,Rural,Female,Non-workers available for work,10025,2011
district,498,Urban,Female,Non-workers available for work,7027,2011
district,499,Rural,Female,Non-workers available for work,23614,2011
district,499,Urban,Female,Non-workers available for work,18635,2011
district,500,Rural,Female,Non-workers available for work,13686,2011
district,500,Urban,Female,Non-workers available for work,5797,2011
district,501,Rural,Female,Non-workers available for work,10852,2011
district,501,Urban,Female,Non-workers available for work,10320,2011
district,502,Rural,Female,Non-workers available for work,9112,2011
district,502,Urban,Female,Non-workers available for work,2658,2011
district,503,Rural,Female,Non-workers available for work,31206,2011
district,503,Urban,Female,Non-workers available for work,21638,2011
district,504,Rural,Female,Non-workers available for work,14902,2011
district,504,Urban,Female,Non-workers available for work,11418,2011
district,505,Rural,Female,Non-workers available for work,23845,2011
district,505,Urban,Female,Non-workers available for work,68393,2011
district,506,Rural,Female,Non-workers available for work,17751,2011
district,506,Urban,Female,Non-workers available for work,8340,2011
district,507,Rural,Female,Non-workers available for work,17625,2011
district,507,Urban,Female,Non-workers available for work,5797,2011
district,508,Rural,Female,Non-workers available for work,16172,2011
